,Word,Count
755,excuse,3
1581,top,3
387,interesting,3
659,pluto,3
655,cast,3
2490,worlds,3
2260,friend,3
639,needs,3
2495,fact,3
689,rd,3
2274,ground,3
1553,rope,3
1549,course,3
752,months,3
2629,hotdogs,3
2932,shrimp,3
2120,cake,3
740,site,3
1790,toystory,3
1529,reach,3
1531,squeeze,3
355,recommended,3
1533,january,3
722,exhibits,3
1538,move,3
1783,cover,3
363,today,3
368,terms,3
2130,plastic,3
1779,thats,3
1602,impossible,3
409,reasons,3
410,staffs,3
1728,notice,3
545,stated,3
65,property,3
1675,tight,3
1677,wow,3
532,later,3
463,showed,3
1685,follow,3
1686,concept,3
523,apply,3
1715,usually,3
469,during,3
517,girl,3
512,plush,3
477,pricey,3
481,kingdom,3
2529,designed,3
1701,hit,3
2192,teenage,3
452,taken,3
629,rip,3
558,halal,3
1609,cashier,3
621,sleeping,3
1617,scale,3
1621,improvement,3
610,pleasant,3
1742,hall,3
427,specially,3
599,leave,3
598,ball,3
1630,vegetarian,3
1632,pizza,3
2174,wrap,3
1635,house,3
1640,outdoor,3
440,ridiculously,3
1645,annoyed,3
1656,hyperspace,3
1795,making,3
850,arrogant,3
783,closing,3
2104,system,3
842,popcorn,3
2111,vip,3
2095,bubble,3
821,loved,3
1459,offering,3
847,met,3
1806,surprise,3
2105,nearly,3
1811,efficient,3
2089,chance,3
810,after,3
856,turned,3
809,gave,3
2084,worked,3
800,realise,3
2100,patient,3
849,typical,3
2101,spending,3
2112,treatment,3
801,mid,3
834,effort,3
759,covered,3
2470,decent,3
1800,comparison,3
1827,true,3
762,stores,3
1829,riding,3
2075,using,3
1510,heart,3
2077,wish,3
831,crowed,3
1506,mad,3
1467,filled,3
1419,smoke,2
2406,proper,2
37,refill,2
2742,stuffed,2
1256,infront,2
1462,ample,2
2449,positive,2
1643,potential,2
2404,shame,2
2555,background,2
1650,k,2
2554,beautiful,2
1252,speaks,2
1732,chair,2
1465,knowing,2
1251,suit,2
1735,wheelchair,2
1261,usd,2
1642,tow,2
1731,wheel,2
1276,communication,2
1279,exited,2
1904,hope,2
1905,improve,2
1273,complaining,2
2565,reviews,2
1416,road,2
2414,astro,2
2564,read,2
1740,letter,2
2407,loads,2
2413,lightyear,2
2412,buzz,2
1463,guides,2
2563,ive,2
2568,relatively,2
1913,wanna,2
1739,proof,2
107,knows,2
1277,understood,2
121,deal,2
1457,multiple,2
1655,rode,2
1248,x,2
2398,maintanence,2
1225,sake,2
1683,certainly,2
1684,`,2
166,rider,2
1223,ruined,2
1925,signal,2
1824,across,2
2660,august,2
1833,e,2
1447,future,2
1717,budget,2
2535,nightmare,2
2395,memories,2
1445,suggestion,2
2454,teenager,2
59,seats,2
1713,rudeness,2
1828,hated,2
2518,therefore,2
2665,dangerous,2
2519,merely,2
2526,mansion,2
1709,doesnt,2
1704,manner,2
1834,g,2
1718,india,2
1228,ops,2
1821,theatre,2
2759,waffles,2
1245,spider,2
1658,loves,2
2550,patience,2
2771,hurrying,2
2549,immediately,2
1242,whatever,2
1902,bone,2
1837,dl,2
1727,prior,2
1726,thrilling,2
1666,itinerary,2
1681,prefer,2
1235,girls,2
1670,fastpass,2
2762,hungry,2
2400,thingy,2
2544,fully,2
2455,uncouth,2
1451,max,2
1720,black,2
2515,spoilt,2
1231,inn,2
1230,plaza,2
1624,sold,2
1292,happy,2
1622,everytime,2
1777,ways,2
1534,public,2
1803,feb,2
1874,soft,2
2639,saturday,2
1876,worn,2
1347,manager,2
1346,spoke,2
1778,means,2
1344,status,2
1548,syndrome,2
1392,venues,2
1776,upsetting,2
2680,bus,2
1879,crew,2
2610,hair,2
1339,inform,2
2644,rc,2
1554,aloud,2
1555,minute,2
2609,ears,2
1334,arrive,2
1485,lose,2
1330,maintain,2
2722,lower,2
1872,moment,2
1499,princesses,2
1870,loud,2
1357,cash,2
2694,spit,2
1378,bang,2
2438,mandarin,2
